YEAR,QUARTER,LIVE,MARK_CAT,GEAR_GRP,PORT_COMPLEX,SPECIES,POUNDS,SOURCE,SPECIES_GRP,MTONS
1979,3,N,250,HKL,BRG,YEYE,799,BORROW T-3,ROCKFISH       ,0.362
1979,3,N,250,HKL,CRS,YEYE,6377,BORROW T-3,ROCKFISH       ,2.893
1979,3,N,265,HKL,MNT,YEYE,165,BORROW T-1,ROCKFISH       ,0.075
1979,3,N,250,HKL,MRO,YEYE,468,ACTUAL,ROCKFISH       ,0.212
1979,3,N,253,HKL,MRO,YEYE,9,ACTUAL,ROCKFISH       ,0.004
1979,3,N,265,HKL,MRO,YEYE,900,ACTUAL,ROCKFISH       ,0.408
1979,3,N,977,HKL,OLA,YEYE,343,RATIO,ROCKFISH       ,0.156
1979,3,N,977,HKL,OSB,YEYE,1538,RATIO,ROCKFISH       ,0.698
1979,3,N,977,NET,OSB,YEYE,213,RATIO,ROCKFISH       ,0.097
1979,3,N,977,TWL,OSB,YEYE,70,RATIO,ROCKFISH       ,0.032
1979,3,N,977,HKL,OSD,YEYE,27,RATIO,ROCKFISH       ,0.012
1979,3,N,977,NET,OSD,YEYE,32,RATIO,ROCKFISH       ,0.015
1979,3,N,250,TWL,OSF,YEYE,24485,ACTUAL,ROCKFISH       ,11.106
1979,4,N,250,TWL,BDG,YEYE,3641,BORROW T-1,ROCKFISH       ,1.652
1979,4,N,250,HKL,BRG,YEYE,229,BORROW T-3,ROCKFISH       ,0.104
1979,4,N,250,HKL,CRS,YEYE,1852,BORROW T-3,ROCKFISH       ,0.840
1979,4,N,265,HKL,MNT,YEYE,93,BORROW T-1,ROCKFISH       ,0.042
1979,4,N,250,HKL,MRO,YEYE,8207,ACTUAL,ROCKFISH       ,3.723
1979,4,N,253,HKL,MRO,YEYE,43,ACTUAL,ROCKFISH       ,0.020
1979,4,N,265,HKL,MRO,YEYE,3425,ACTUAL,ROCKFISH       ,1.554
1979,4,N,977,HKL,OLA,YEYE,486,RATIO,ROCKFISH       ,0.220
1979,4,N,977,HKL,OSB,YEYE,1907,RATIO,ROCKFISH       ,0.865
1979,4,N,977,NET,OSB,YEYE,153,RATIO,ROCKFISH       ,0.069
1979,4,N,977,TWL,OSB,YEYE,30,RATIO,ROCKFISH       ,0.014
1979,4,N,977,HKL,OSD,YEYE,32,RATIO,ROCKFISH       ,0.015
1979,4,N,977,NET,OSD,YEYE,31,RATIO,ROCKFISH       ,0.014
1979,4,N,250,TWL,OSF,YEYE,20586,ACTUAL,ROCKFISH       ,9.338
1980,1,N,250,HKL,BDG,YEYE,3,BORROW T-1,ROCKFISH       ,0.001
1980,1,N,250,HKL,BRG,YEYE,127,BORROW T-2,ROCKFISH       ,0.058
1980,1,N,250,HKL,CRS,YEYE,3568,BORROW T-3,ROCKFISH       ,1.618
1980,1,N,250,HKL,MRO,YEYE,4270,ACTUAL,ROCKFISH       ,1.937
1980,1,N,977,HKL,OLA,YEYE,480,RATIO,ROCKFISH       ,0.218
1980,1,N,977,HKL,OSB,YEYE,2120,RATIO,ROCKFISH       ,0.962
1980,1,N,977,NET,OSB,YEYE,151,RATIO,ROCKFISH       ,0.068
1980,1,N,977,TWL,OSB,YEYE,8,RATIO,ROCKFISH       ,0.004
1980,1,N,977,HKL,OSD,YEYE,71,RATIO,ROCKFISH       ,0.032
1980,1,N,977,NET,OSD,YEYE,15,RATIO,ROCKFISH       ,0.007
1980,1,N,250,HKL,OSF,YEYE,418,ACTUAL,ROCKFISH       ,0.190
1980,2,N,250,TWL,BRG,YEYE,17350,ACTUAL,ROCKFISH       ,7.870
1980,2,N,250,HKL,CRS,YEYE,15779,BORROW T-3,ROCKFISH       ,7.157
1980,2,N,250,HKL,MRO,YEYE,9421,ACTUAL,ROCKFISH       ,4.273
1980,2,N,959,HKL,MRO,YEYE,59,ACTUAL,ROCKFISH       ,0.027
1980,2,N,977,HKL,OLA,YEYE,427,RATIO,ROCKFISH       ,0.194
1980,2,N,977,HKL,OSB,YEYE,1447,RATIO,ROCKFISH       ,0.656
1980,2,N,977,NET,OSB,YEYE,148,RATIO,ROCKFISH       ,0.067
1980,2,N,977,TWL,OSB,YEYE,11,RATIO,ROCKFISH       ,0.005
1980,2,N,977,HKL,OSD,YEYE,77,RATIO,ROCKFISH       ,0.035
1980,2,N,977,NET,OSD,YEYE,12,RATIO,ROCKFISH       ,0.005
1980,2,N,956,HKL,OSF,YEYE,23,BORROW T-6,ROCKFISH       ,0.010
1980,3,N,250,TWL,BRG,YEYE,14750,ACTUAL,ROCKFISH       ,6.690
1980,3,N,250,TWL,BRG,YEYE,4,ACTUAL (a),ROCKFISH       ,0.002
1980,3,N,250,HKL,CRS,YEYE,11542,BORROW T-3,ROCKFISH       ,5.235
1980,3,N,250,TWL,CRS,YEYE,7,ACTUAL (a),ROCKFISH       ,0.003
1980,3,N,250,TWL,CRS,YEYE,1965,ACTUAL,ROCKFISH       ,0.891
1980,3,N,959,HKL,MRO,YEYE,511,ACTUAL,ROCKFISH       ,0.232
1980,3,N,977,HKL,OLA,YEYE,398,RATIO,ROCKFISH       ,0.181
1980,3,N,977,HKL,OSB,YEYE,1480,RATIO,ROCKFISH       ,0.671
1980,3,N,977,NET,OSB,YEYE,134,RATIO,ROCKFISH       ,0.061
1980,3,N,977,TWL,OSB,YEYE,17,RATIO,ROCKFISH       ,0.008
1980,3,N,977,HKL,OSD,YEYE,50,RATIO,ROCKFISH       ,0.023
1980,3,N,977,NET,OSD,YEYE,4,RATIO,ROCKFISH       ,0.002
1980,3,N,956,HKL,OSF,YEYE,9,BORROW T-6,ROCKFISH       ,0.004
1980,3,N,250,NET,OSF,YEYE,90,BORROW T-3,ROCKFISH       ,0.041
1980,4,N,250,HKL,CRS,YEYE,3247,BORROW T-3,ROCKFISH       ,1.473
1980,4,N,250,HKL,MRO,YEYE,390,ACTUAL,ROCKFISH       ,0.177
1980,4,N,977,HKL,OLA,YEYE,448,RATIO,ROCKFISH       ,0.203
1980,4,N,977,HKL,OSB,YEYE,1507,RATIO,ROCKFISH       ,0.684
1980,4,N,977,NET,OSB,YEYE,101,RATIO,ROCKFISH       ,0.046
1980,4,N,977,TWL,OSB,YEYE,5,RATIO,ROCKFISH       ,0.002
1980,4,N,977,HKL,OSD,YEYE,42,RATIO,ROCKFISH       ,0.019
1980,4,N,977,NET,OSD,YEYE,19,RATIO,ROCKFISH       ,0.009
1980,4,N,956,HKL,OSF,YEYE,11,BORROW T-6,ROCKFISH       ,0.005
